"PARENT_KEY","Site","Cluster","Plot","Longitude","Latitude","VegStructure","Year","Trees","Shrubs","KEY","rl_bareground","rl_canopy","rl_grasstuft","rl_leaflitter","rl_rock","rl_dung","rl_nearestherb","rl_nearest_grass_perennial_spp","rl_dist_grass_perennial","rl_nearest_grass_annual_spp","rl_dist_grass_annual","rl_nearest_forb_spp","rl_dist_forb","rl_nearest_woody_spp","rl_dist_woody_plant","rl_grass_condition","rl_planned_graze_manag","rl_wet_season_graze","rl_dry_season_graze","rl_land_resting","rl_invasive_species_control","rl_restor_bunds","rl_restor_exclosure","rl_plot_in_conservation_area","rl_grass_reseeding","rl_cow_present","rl_goat_present","rl_wildlife_present","rl_other_restor_activities","rl_other_restor_activities_name"
"uuid:1470ac18-2e46-44c3-8e81-04135f85db31","Lumo","12","5","38.1862","-3.49068","grassland","2023","yes","no","uuid:1470ac18-2e46-44c3-8e81-04135f85db31/rangel_form[25]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","10","Eragrostis cilianensis","10","Tephrosia pumila","7","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1470ac18-2e46-44c3-8e81-04135f85db31","Lumo","12","5","38.1862","-3.49068","grassland","2023","yes","no","uuid:1470ac18-2e46-44c3-8e81-04135f85db31/rangel_form[26]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","32","Eragrostis cilianensis","7","Talinum portulacifolium","13","Harmania alhiensis","25","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1470ac18-2e46-44c3-8e81-04135f85db31","Lumo","12","5","38.1862","-3.49068","grassland","2023","yes","no","uuid:1470ac18-2e46-44c3-8e81-04135f85db31/rangel_form[27]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","20","Eragrostis cilianensis","13","Tephrosia pumila","25","Harmania alhiensis","8","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1470ac18-2e46-44c3-8e81-04135f85db31","Lumo","12","5","38.1862","-3.49068","grassland","2023","yes","no","uuid:1470ac18-2e46-44c3-8e81-04135f85db31/rangel_form[28]","no","yes","no","yes","no","no","pg","Cenchrus ciliaris","20","Dactyloctianium aegyptium","28","Tephrosia pumila","8","Solanum incanum","14","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1470ac18-2e46-44c3-8e81-04135f85db31","Lumo","12","5","38.1862","-3.49068","grassland","2023","yes","no","uuid:1470ac18-2e46-44c3-8e81-04135f85db31/rangel_form[29]","no","yes","yes","yes","no","no","pg","Tetrapogon roxburghiana","73","Eragrostis cilianensis","46","Tephrosia pumila","6","Solanum incanum","56","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1470ac18-2e46-44c3-8e81-04135f85db31","Lumo","12","5","38.1862","-3.49068","grassland","2023","yes","no","uuid:1470ac18-2e46-44c3-8e81-04135f85db31/rangel_form[30]","no","yes","yes","yes","no","no","pg","Tetrapogon roxburghiana","30","Eragrostis cilianensis","13","Tephrosia pumila","6","Harmania alhiensis","7","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[1]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","10","Eragrostis cilianensis","17","Justicia exigua","4","Commiphora schimperi","75","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[2]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","11","Eragrostis cilianensis","13","Justicia exigua","9","Heliotropium steudneri","30","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[3]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","6","Eragrostis cilianensis","25","Leucas glabrata","16","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[4]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","18","Eragrostis cilianensis","24","Tephrosia pumila","20","Sida ovata","10","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[5]","no","no","yes","yes","no","no","pg","Sporobolus fimbriatus","48","Eragrostis cilianensis","24","Leucas glabrata","7","Melhania velutina","19","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[6]","no","no","yes","yes","no","no","pg","Digitaria macroblephara","15","Eragrostis cilianensis","20","Tephrosia pumila","8","Vernonia krausii","57","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[7]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","7","N","200","Tephrosia pumila","15","Harmania alhiensis","50","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[8]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","39","Eragrostis cilianensis","8","Senna mimosoides","12","Commiphora schimperi","32","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[9]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","56","Eragrostis cilianensis","24","Leucas glabrata","28","Sida ovata","38","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[10]","no","no","yes","yes","no","no","pg","Sporobolus fimbriatus","11","Dactyloctianium aegyptium","15","Tephrosia pumila","2","Grewia similis","85","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[11]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","33","N","200","Tephrosia pumila","58","Commiphora Africana","28","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[12]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","14","N","200","Senna mimosoides","18","Heliotropium steudneri","49","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[13]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","17","Tragus berteronianus","43","Commelina velutina","51","Harmania alhiensis","15","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[14]","no","no","yes","yes","no","no","pg","Tetrapogon roxburghiana","30","Tetrapogon spatheous","37","Tephrosia pumila","26","Harmania alhiensis","17","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[15]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","25","Eragrostis cilianensis","6","Tephrosia pumila","10","Heliotropium steudneri","68","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[16]","no","no","yes","yes","no","no","pg","Sporobolus fimbriatus","27","Aristida kenyensis","84","Tephrosia pumila","40","Solanum incanum","69","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[17]","no","no","yes","yes","no","no","pg","Tetrapogon roxburghiana","6","Eragrostis cilianensis","68","Senna mimosoides","2","Grewia similis","31","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[18]","no","no","yes","yes","no","no","pg","Sporobolus fimbriatus","50","Dactyloctianium aegyptium","48","Tephrosia pumila","3","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[19]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","29","N","200","Senna mimosoides","21","Commiphora Africana","71","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[20]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","9","N","200","Senna mimosoides","9","Harmania alhiensis","78","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[21]","no","no","yes","yes","no","no","pg","Cynodon dactylon","14","Aristida kenyensis","25","Senna mimosoides","22","Grewia similis","66","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[22]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","23","N","200","Senna mimosoides","15","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[23]","no","no","yes","yes","no","no","pg","Sporobolus fimbriatus","6","Eragrostis cilianensis","19","Tephrosia pumila","13","Grewia similis","56","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[24]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","23","Eragrostis cilianensis","44","Leucas glabrata","2","Harmania alhiensis","85","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[25]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","38","Eragrostis cilianensis","9","Tephrosia pumila","3","Harmania alhiensis","16","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[26]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","10","Aristida kenyensis","46","Commelina velutina","13","Commiphora Africana jl","62","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[27]","no","no","yes","yes","no","no","pg","Tetrapogon roxburghiana","5","Eragrostis cilianensis","17","Senna mimosoides","16","Sida ovata","20","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[28]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","19","Eragrostis cilianensis","15","Senna mimosoides","16","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[29]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","21","Eragrostis cilianensis","10","Tephrosia pumila","17","Commiphora schimperi","49","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4","Lumo","12","1","38.1887","-3.49125","shrubland","2023","yes","no","uuid:1a18228c-0944-41ba-a594-84e9c3d4dbf4/rangel_form[30]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","29","Dactyloctianium aegyptium","27","Senna mimosoides","4","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[1]","no","no","yes","yes","no","no","pg","Themeda triandra","12","Eragrostis cilianensis","60","Commelina benghalensis","11","Sericocomopsis hilderbrandtii","86","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[2]","no","no","yes","yes","no","no","pg","Eragrostis caespitosa","8","Eragrostis cilianensis","11","Commelina benghalensis","5","Commiphora schimperi","14","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[3]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","6","Brachiaria deflexa","6","Talinum portulacifolium","29","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[4]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","37","Eragrostis cilianensis","21","Justicia exigua","6","Commiphora schimperi","73","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[5]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","87","Eragrostis cilianensis","13","Leucas glabrata","17","Commiphora schimperi","65","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[6]","no","no","yes","yes","no","no","pg","Sporobolus fimbriatus","5","Aristida kenyensis","5","Commelina velutina","25","Commiphora schimperi","100","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[7]","no","no","yes","yes","no","no","pg","Tetrapogon roxburghiana","15","Eragrostis cilianensis","30","Senna mimosoides","1","Melhania velutina","74","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[8]","yes","no","yes","no","no","no","pg","Eragrostis caespitosa","66","Brachiaria deflexa","4","Tephrosia pumila","37","Commiphora schimperi","43","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[9]","no","no","yes","yes","no","no","pg","Sporobolus fimbriatus","32","Eragrostis cilianensis","7","Leucas glabrata","2","Grewia similis","25","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[10]","no","no","yes","yes","no","no","pg","Digitaria macroblephara","22","Eragrostis cilianensis","13","Commelina velutina","20","Ecbolium hamatum","12","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[11]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","34","Aristida kenyensis","17","Leucas glabrata","28","Harmania alhiensis","9","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[12]","no","no","yes","yes","no","no","pg","Tetrapogon roxburghiana","51","Eragrostis cilianensis","15","Justicia exigua","4","Ecbolium hamatum","26","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[13]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","15","Eragrostis cilianensis","5","Tephrosia pumila","10","Heliotropium steudneri","4","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[14]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","32","Eragrostis cilianensis","4","Tephrosia pumila","12","Solanum incanum","34","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[15]","no","no","yes","yes","no","no","pg","Eragrostis caespitosa","8","Eragrostis cilianensis","1","Leucas glabrata","21","Grewia similis","58","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[16]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","13","Eragrostis cilianensis","5","Leucas glabrata","10","Melhania velutina","15","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[17]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","6","Eragrostis cilianensis","45","Senna mimosoides","9","Melhania velutina","7","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[18]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","19","Eragrostis cilianensis","11","Justicia exigua","10","Melhania velutina","16","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[19]","yes","no","yes","no","no","no","pg","Eragrostis caespitosa","22","Eragrostis cilianensis","4","Ipomea mombassana","13","Heliotropium steudneri","7","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[20]","no","no","yes","yes","no","no","pg","Eragrostis caespitosa","32","Eragrostis cilianensis","15","Ipomea mombassana","12","Melhania velutina","30","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[21]","yes","no","yes","no","no","no","pg","Eragrostis caespitosa","4","Eragrostis cilianensis","9","Tephrosia pumila","17","Heliotropium steudneri","23","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[22]","no","no","yes","yes","no","no","pg","Tetrapogon roxburghiana","2","Dactyloctianium aegyptium","18","Tephrosia pumila","10","Melhania velutina","12","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[23]","yes","no","yes","no","no","no","pg","Eragrostis caespitosa","8","Eragrostis cilianensis","11","Senna mimosoides","13","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[24]","no","no","yes","yes","no","no","pg","Sporobolus fimbriatus","42","Eragrostis cilianensis","3","Justicia exigua","4","Grewia similis","37","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[25]","no","no","yes","yes","no","no","pg","Tetrapogon roxburghiana","9","Eragrostis cilianensis","9","Senna mimosoides","9","Melhania velutina","15","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[26]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","37","Aristida kenyensis","7","Senna mimosoides","25","Melhania velutina","44","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[27]","no","no","yes","yes","no","no","pg","Tetrapogon roxburghiana","3","Eragrostis cilianensis","6","Tephrosia pumila","4","Melhania velutina","14","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/rangel_form[28]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","5","Aristida kenyensis","44","Senna mimosoides","23","Melhania velutina","44","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
