"Country","Date","Time","YEAR","Site","Cluster","Plot","Latitude","Longitude","Altitude","Accuracy","Photo","SlopeDn","SlopeUp","MajLform","LformDes","PosTopoSeq","VegCovLT40","PlotFlood","PlotCultMgd","dom_landuse","Trees","Shrubs","Graminoids","Forbs","VegOther","Broadleaf","Needleleaf","Evergreen","Deciduous","WdCovRate1","WdCovRate2","WdCovRate3","WdCovRate4","HerbCovRate1","HerbCovRate2","HerbCovRate3","HerbCovRate4","HerbHeight","HerbAnnual","VegStrataDescr","SameLanduse90","LandOwnership","UseFoodBeverage","UseForage","UseTimberFuelwood","UseOther","LandUseHistory","RockCover1","RockCover2","RockCover3","RockCover4","Erosion1","Erosion2","Erosion3","Erosion4","SWCStructures","SWCDescr","AugDepth1","AugDepth2","AugDepth3","AugDepth4","ShSuPlDe1","ShSuPlDe2","ShSuPlDe3","ShSuPlDe4","TrSuPlDe1","TrSuPlDe2","TrSuPlDe3","TrSuPlDe4","TrHeight1_1","TrHeight2_1","TrHeight3_1","TrHeight4_1","TrDBH1_1","TrDBH2_1","TrDBH3_1","TrDBH4_1","VegStructure","VegStructureOtherDescr","ImpactTreeCutting","ImpactAgric","ImpactGrazing","ImpactFire","ImpactErosion","ImpactAlienVeg"
"Kenya","09/05/2023","09:22:00.000+03:00","2023","Kalamba","6","8","-1.87939","37.5257","1119.3","5","1683613365174.jpg","6","6","sloping","low_gradient_hill","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","2","2","4","2","5","5","5","5","03to08","yes","Zea mays, Cajanus cajan, Phaseolus vulgaris, Vigna ungulata, Citrus lemon, Citrus reticulata, Citrus sinensis, Mangifera indica, Lantana camara, Cenchrus ciliaris, Sorghum verticilliflorum, Combretum apiculata,Digitaria velutina, Setaria pallidefusca, Melinis repens, Dactyloctianium, Commelina benghalensis, Cyperus rotundus, Ipomoea mombassana,Oxygonum sinuatum, Acacia tortilis, Solanum incanum, Acanthospermum hispidum, Neotonia wightii,Emilia discifolia, Bidens pilosa,Rottboelia exceltata,","yes","private","yes","yes","no","no","Plot cultivated for over 80 years,maize, beans,cowpeas pigeon peas, cassava, mangoes, oranges.","under5","under5","under5","under5","none","none","none","none","3","veg struc","50","50","50","50","0","3","0","0","0","1","1","1",,,,,,,,,"shrubland",,"0","3","0","0","0","3"
"Kenya","28/04/2023","13:50:00.000+03:00","2023","Kalamba","7","1","-1.85898","37.5158","1155.8","5","1682679172187.jpg","26","23","steep","high_gradient_hill","midslope","no","no","yes","perennial_agroforestry","no","yes","yes","yes","no","yes","no","yes","yes","2","2","3","3","4","4","4","4","03to08","yes","Phaseolus vulgaris,Citrus sinensis, Vigana unguilata,Cajanus cajan,Zea mays,Ocimum suave,Vetveria Spp,Digitaria velutina, Cynodon dactylon,Senna singueana,Acacia brevispica,Emilia discifolia,Musa sapientum,Brachiaria deflexa, Panicum maximum, Digitaria abyssinica, Aristida adscencionis,","no","private","yes","yes","no","no","Plot have been cultivated maize, beans,pigeon peas,cowpeas, oranges 4 years and before it was grazing land.","under5","under5","under5","under5","none","none","none","none","4","veg struc","50","50","50","50","6","0","6","6","0","0","0","0",,,,,,,,,"shrubland",,"0","3","0","0","1","2"
"Kenya","16/05/2023","13:01:00.000+03:00","2023","Kalamba","7","10","-1.85229","37.5136","1173.6","5","1684231333571.jpg","7","7","sloping","medium_gradient_hill","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","2","4","3","2","5","5","5","5","03to08","yes","Cajanus cajan, Mangifera indica, Phaseolus vulgaris, Eriochloa meyeriana, Digitaria velutina, Melinis repens, Lactuca capensis, Acanthospermum hispidum, Richardia brasiliensis, Panicum maximum, Rottboelia exceltata, Sida ovata, Trichodesma zeylanicum, Grewia similis,Indigofera lupatana, Ipomoea mombassana, Terminalia brownii Aristida adscencionis, Hibiscus micranthus, Ornithogalum longibracteanum","yes","private","yes","yes","yes","no","Plot cultivated maize, beans,cowpeas, millet for over 35 years.","under5","under5","under5","under5","none","none","none","none","5","veg struc","50","50","50","50","0","0","0","0","0","0","1","0",,,,,,,,,"cropland",,"0","3","0","0","0","3"
"Kenya","28/04/2023","09:33:00.000+03:00","2023","Kalamba","7","2","-1.85089","37.5189","1165.5","4","1682663644891.jpg","6","7","sloping","medium_gradient_hill","midslope","no","no","yes","perennial_agroforestry","no","yes","yes","yes","no","yes","no","yes","yes","2","2","1","2","3","3","3","3","03to08","yes","Bothriochloa inculpta,Citrus sinensis,Emelia discifolia,Zea mays,Acacia nilotica, Digitaria velutina, Heteropogon contortus,Ruelia patula,Ocimum lamiifolia,Germania ulighii,,Digitaria argrograpta,Lantana camara,Solanum incanum,Digitaria abyssinica, Senna mimosoides,Phaseolus,Sehima nervosum, Helichrysum forskalii,Leucas calostachyus,Euphorbia crotonoides, Brachiaria serrata,","no","private","yes","yes","no","no","Plot cultivated 3 years, maize, beans,oranges and before it was grazing land.","May-40","May-40","May-40","May-40","none","none","none","none","8","struc","20","32","20","26","4","2","0","1","0","0","0","0",,,,,,,,,"shrubland",,"0","3","0","0","0","2"
"Kenya","28/04/2023","10:18:00.000+03:00","2023","Kalamba","7","3","-1.85257","37.5211","1153.7","4","1682666349871.jpg","7","5","sloping","medium_gradient_hill","midslope","no","no","yes","perennial_agroforestry","no","yes","yes","yes","no","yes","no","yes","yes","2","3","2","2","3","3","3","3","03to08","yes","Citrus lemon,Citrus sinensis, Zea mays,Vigna unguilats,Vetiveria Spp,Emilia discifolia,Oxygonum sinuatum,Commelina benghalensis,Melinis,repens,Aristida adscensionis,Maytenus putter ,lick iodides,Lantana camara,Panicum maximum, Indigofera brevicalyx,Solanum incanum, Richardia brasiliensis, Digitaria velutina, Terminalia brownii,","yes","private","yes","yes","no","no","Plot have been cultivated 40 years, maize, beans,cowpeas, pigeon peas,oranges,lemon.","under5","under5","under5","under5","none","none","none","none","4","struc veg","50","50","50","50","7","4","2","1","0","0","0","0",,,,,,,,,"shrubland",,"0","3","0","0","0","2"
"Kenya","28/04/2023","11:51:00.000+03:00","2023","Kalamba","7","4","-1.85635","37.5185","1192.8","5","1682671918670.jpg","4","4","sloping","medium_gradient_hill","ridge_crest","no","no","yes","annual_agroforestry","yes","yes","yes","yes","no","yes","no","yes","yes","3","3","2","2","4","4","4","4","003to03","yes","Phaseolus vulgaris, Cajanus cajan,Zea mays,Digitaria abyssinica, Setaria pallidefusca, Tridax procumbens, Azanza garckeana,Senna singueana,Enteropogon macrostchyus, Trichodesma zeylanicum, Ipomoea mombasana,Euphorbia crotonoides, Bothriochloa insculpta,Rottboelia exceltats,Melinis repens,Cenchrus ciliaris ciliaris,Richardia brasiliensis, Aristida adscencionis,Grewia similis, Maytenus putterlickioides,Crotalaria uguenensis pycnostachya,Crotalaria incana,Heteropogon contortus, Fluggea pilosa,Lactuca capensis,Oxygonum sinuatum,Acacia senegal, Lantana camara,Solanum incanum, Becium angustifolia,Aspilia mossambiscensis,Eragrostis superba, Acacia tortilis, Panicum maximum, Emilia discifolia,Senna mimosoides,Stylosanthes fruticosa, Digitaria milanjiana,","yes","private","yes","yes","no","no","Plot cultivated over 40 years, maize, beans,cowpeas, pigeons peas,green grams","May-40","May-40","May-40","May-40","none","none","none","none","0","none","50","20","30","37","2","0","0","0","0","1","0","1",,,,,,,,,"cropland",,"0","3","0","0","1","0"
"Kenya","28/04/2023","12:31:00.000+03:00","2023","Kalamba","7","5","-1.85567","37.5165","1182","5","1682674372378.jpg","6","6","sloping","medium_gradient_hill","midslope","no","no","yes","perennial_agroforestry","yes","yes","yes","yes","no","yes","no","yes","yes","2","3","2","2","3","4","4","4","03to08","yes","Zea mays,Citrus sinensis, Mangifera indica,Indigofera tanganyikensis,Euphorbia crotonoides, Lactuca cspensis,Bidens pilosa,Rottboelia exceltata,Cynodon dactylon,Bothriochloa insculpta,Digitaria abyssinica Aspilia mosssmbiscensis,Melinis repens, Fluggea pilosa,Bidens pilosa,Sida ovata,Ipomoea mombasana Osteospermum vaillantii, Crotalaria incana,Senna hilderbrandtii, Emilia discifolia,Justicia flavaPanicum maximum, Cajanus cajan,Setaria pallidefusca, Tridax provides, Pennisetum purpureaum,","yes","private","yes","yes","no","no","Plot cultivated over 60 years, maize, beans,green grams,cowpeas, oranges.","under5","under5","under5","under5","none","none","none","none","5","veg struc","40","50","50","50","3","5","2","0","1","1","0","0",,,,,,,,,"shrubland",,"0","3","0","0","1","2"
"Kenya","16/05/2023","12:38:00.000+03:00","2023","Kalamba","7","6","-1.85389","37.5142","1173.6","5","1684229964106.jpg","7","7","sloping","low_gradient_hill","footslope","no","no","no","fallow","yes","yes","yes","yes","no","yes","no","yes","yes","1","3","2","3","5","5","5","5","03to08","no","Balanites aegyptium, Senna singueana, Eragrostis superba, Melhania velutina, Heteropogon contortus, Panicum maximum, Sporobolus pyramidalis, Aspilia mossambinscenis, Digitaria velutina, Hibiscus micranthus, Acanthospermum hispidum, Waltheria indica, Panicum repens, Becium angustifolia, Tagetes minuta, Justicia striata,Enteropogon macrostchyus, Bidens pilosa, Lantana camara, Solanum incanum, Indigofera lupatana, Ocimum americanum, Crabbea velutina, Chlorophytum galabatense, Helichrysum glumaceum, Emilia discifolia, Maytenus putterlickioides,Sida ovata, Stylosanthes fruticosa, Terminalia brownii, Bothriochloa insculpta, Gnidia latifolia, Grewia similis,","no","private","no","yes","yes","no","Plot was cultivated maize, pigeon peas, cowpeas but now is fallow land.","under5","under5","under5","under5","none","none","none","none","0","none","50","50","50","50","0","0","0","5","0","1","0","0",,,,,,,,,"wooded_grassland",,"0","0","1","0","0","1"
"Kenya","28/04/2023","08:48:00.000+03:00","2023","Kalamba","7","7","-1.85061","37.5202","1169","4","1682660958930.jpg","14","13","sloping","medium_gradient_hill","midslope","no","no","yes","perennial_agroforestry","yes","yes","yes","yes","no","yes","no","yes","yes","2","2","2","2","4","4","4","4","003to03","yes","Phaseolus vulgaris, Zea mays,Cajanus cajana,Vigana radiata,Vigna unguiculata,Lantana camara,Mangifera indica,Melinis repens,Euphorbia crotonoides, Commelina latifolia,Panicum maximum, Digitaria velutina, Digitaria abyssinica, Agave sisalana,Acanthospermum hispidum,Cascabela thevetia,","yes","private","yes","yes","no","no","Plot have been cultivated maize, beans,pigeon peas,cows peas for over 40 years.","under5","under5","under5","under5","none","none","none","none","4","veg struc","50","31","50","50","0","1","1","0","2","0","0","3",,,,,,,,,"shrubland",,"0","3","0","0","1","2"
"Kenya","28/04/2023","13:00:00.000+03:00","2023","Kalamba","7","8","-1.85464","37.5161","1173.5","4","1682676093609.jpg","7","7","sloping","medium_gradient_hill","footslope","no","no","yes","perennial_agroforestry","yes","yes","yes","yes","no","yes","no","yes","yes","2","2","2","1","4","4","4","4","03to08","yes","Cajanus cajan, Zea mays, Citrus sinensis, Bothriochloa insculpta, Aspilia mossambinscensis,Richardia brasiliensis, Justicia betonica,Ipomoea mombasana,Sida ovata,Euphorbia crotonoides, Senna singueana,Dichrostachyus cinerea,Becium angustifolia,Solanum incanum, Rottboelia exceltata,Dactyloctianium aegyptium, Acacia tortilis, Mangifera indica,Urochloa panicoides, Brachiaria deflexa,Oxygonum sinuatum,Acanhospermum hispidum","yes","private","yes","yes","no","no","Plot have been cultivated over 60 years, maize, beans,cowpeas, green grams, mangoes, oranges.","under5","under5","under5","under5","rill","rill","rill","rill","2","struc","50","50","50","50","0","0","0","0","0","0","0","0",,,,,,,,,"cropland",,"0","3","1","0","1","2"
"Kenya","16/05/2023","13:26:00.000+03:00","2023","Kalamba","7","9","-1.85201","37.5147","1163.4","5","1684232803767.jpg","7","7","sloping","medium_gradient_hill","midslope","no","no","no","pasture_rangeland","yes","yes","yes","yes","no","yes","no","yes","yes","5","5","4","5","1","1","1","1","003to03","no","Lantana camara, Gnidia latifolia Acacia tortilis, Crabbea velutina Croton dichogamus Chlorophytum galabatense, Heteropogon contortus, Digitaria velutina, Blepharis maderaspatensis, Neonotonia wightii, Asparagus africanus, Commelina diffusa, Rotheca myriocoides,Waltheria indica,Acacia brevispica,Lonchocarpus eriocalyx Grewia similis, Maytenus putterilickioides,Phyllanthus guineensis, Commelina africana Acacia nilotica Aspilia mossambinscenis, Euphorbia candelabrum, Acacia mellifera, Ipomoea kituensis, Crotalaria goodiformis.","yes","private","no","yes","yes","no","Grazing land for over 50 years.","under5","under5","under5","under5","none","none","none","none","0","none","20","20","50","32","0","0","3","0","0","0","3","0",,,,,,,,,"thicket",,"1","0","1","0","0","1"
"Kenya","06/05/2023","09:05:00.000+03:00","2023","Kalamba","8","1","-1.83267","37.5258","1223.2","4","1683353175087.jpg","5","4","sloping","high_gradient_mountain","footslope","no","no","yes","fallow","yes","yes","yes","yes","no","yes","no","yes","yes","1","2","2","2","5","5","5","5","003to03","no","Digitaria nodosa,Bothriochloa insculpta,Digitaria velutina, Ocimum americanum, Stylosanthes fruticosa, zornia setosa,Solanum incanum, Maytenus putter lick iodides,Sida ovata,Hewitia abyssinica, Senna singueana, Ipomea kituensis,Indigofera lupatana,Croton dichogamus,Dichrostachyus cinerea,Acacia tortilis, Stephania abyssinica, Acacia mellifera, Acacia nilotica, Waltheria indica, Setaria pallidefusca, Borreria stricta,Oxygonum sinuatum, Acanthospermum hispidum, Balanites aegyptium,","yes","private","yes","yes","no","no","Plot was cultivated maize, beans,pigeon peas but now is fallow land from 2012 ","under5","under5","under5","under5","sheet","sheet","sheet","sheet","0","none","50","50","50","32","0","0","0","0","0","0","0","0",,,,,,,,,"shrubland",,"1","0","3","0","2","1"
"Kenya","06/05/2023","13:45:00.000+03:00","2023","Kalamba","8","10","-1.83492","37.5187","1262.1","5","1683369990932.jpg","23","23","steep","high_gradient_mountain","midslope","no","no","no","pasture_rangeland","yes","yes","yes","yes","no","yes","no","yes","yes","3","1","2","2","2","3","3","3","003to03","no","Acacia Senegal, Ormocarpum trachycarpum, Senna singueana, Gnidia latifolia, Ipomea kituensis, Ocimum americanum, Microchloa kunthii, Lantana camara, Helichrysum forkhalii, Becium angustifolia, Polygala sphenoptera, Sida ovata, Croton dichogamus, Bothriochloa insculpta, Melinis scrabridum,Pelargonium Spp,Heteropogon contortus, Setaria pumila, Harmania exppediculata,Ocimum americanum, Senna hilderbrandtii, Indigofera lupatana, Stylosanthes fruticosa, Blepharis maderaspatensis, Fluggea pilosa, Hibiscus micranthus, Enteropogon macrostchyus, Mariscus macropus,Acacia nilotica, rotheca myriocoides,Acacia tortilis, Digitaria velutina, Eragrostis superba, Cissus quandrangularis, Solanum incanum, Pellaea viridis,Crabbea velutina,","yes","private","no","yes","yes","no","Grazing land for over 70 years.","over40","over40","over40","over40","rill","none","rill","gully","0","none","50","5","42","50","3","0","1","0","4","0","3","4",,,,,,,,,"shrubland",,"0","0","3","0","3","1"
"Kenya","06/05/2023","10:17:00.000+03:00","2023","Kalamba","8","12","-1.83232","37.5226","1295.2","5","1683357556435.jpg","24","22","steep","high_gradient_mountain","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","1","2","2","4","4","5","5","5","03to08","no","Dolichos lablab,Citrus lemon,Carica papaya,Neonotonia abyssinica, Bidens pilosa,Azanza garckeana,Aspilia mossambinscensis,Aristida adscencionis, Emilia discifolia, Digitaria velutina, Digitaria abyssinica, Trichodasma zeylanicum, Euphorbia crotonoides, Melinis repens, Richardia brasiliensis, Dichrostachyus cinerea, Grewia similis,Mangifera indica,Ormocarpum trachycarpum,Bothriochloa insculpta, Indigofera lupatana, Solanum incanum, Panicum maximum, senna singueana,Lantana camara,Erlangea cordifolia, Waltheria indica, Cajanus cajan, Steganotaenia araliacea, Exotheca abyssinica,","yes","private","yes","yes","no","no","Plot cultivated maize, beans,cowpeas, pigeon peas for over 60 years.","under5","under5","under5","under5","rill","rill","rill","sheet","4","struc","50","50","50","50","1","0","0","0","0","0","0","0",,,,,,,,,"cropland",,"0","3","0","0","1","3"
"Kenya","06/05/2023","14:59:00.000+03:00","2023","Kalamba","8","15","-1.83754","37.5175","1200.1","5","1683374424504.jpg","4","4","sloping","high_gradient_mountain","midslope","no","no","no","fallow","yes","yes","yes","yes","no","yes","no","yes","yes","3","2","4","4","4","4","4","4","003to03","no","Acacia nilotica, Acacia tortilis, Acacia seyal, Lantana camara, Lonchocarpus eriocalyx, Ipomea kituensis, Ormocarpum trachycarpum, Solanum incanum, Sida ovata, Phyllanthus maderaspatensis, Ocimum americanum, Becium angustifolia, Digitaria velutina, Borreria stricta,Sida acuta,Heteropogon contortus, Bothriochloa insculpta, Indigofera lupatana, Heliotropium steudneri, Stylosanthes fruticosa, Aristida adscensionis eragrostis superba, Erlangea cordifolia, Indigofera arrecta,","yes","private","yes","yes","yes","no","Plot was cultivated maize, beans,cowpeas, pigeons peas but now is fallow land 6 yrs.","May-40","May-40","May-40","May-40","sheet","sheet","sheet","sheet","0","none","18","50","50","50","5","4","4","0","4","0","0","6",,,,,,,,,"bushland",,"0","0","3","0","1","3"
"Kenya","06/05/2023","12:39:00.000+03:00","2023","Kalamba","8","2","-1.83691","37.5211","1265","4","1683366075374.jpg","24","21","steep","high_gradient_hill","ridge_crest","no","no","no","pasture_rangeland","yes","yes","yes","yes","no","yes","no","yes","yes","4","4","4","5","2","2","2","2","03to08","no","Rottboeria exceltata,Bothriochloa insculpta, Indigofera lupatana, Setaria pumila, Panicum maximum, Digitaria velutina, Aspilia mossambinscensis,Cyphostemma urugurense,Acacia brevispica Crotalaria goodiformis,Neonotonia wightii, Senna singueana, Stephania abyssinica, Grewia similis, acacia tortilis, Becium angustifolia, Croton dichogamus, Plecthranthus berbetus,Hibiscus micranthus, Phyllanthus guineensis, Blepharis maderaspatensis, Tinnea aethiopiaca, Lonchocarpus eriocalyx,","yes","private","no","yes","yes","no","Grazing land for over 70 years.","May-40","May-40","May-40","May-40","none","none","none","none","0","none","50","50","20","50","0","0","0","0","0","0","0","0",,,,,,,,,"thicket",,"0","0","1","0","1","3"
"Kenya","06/05/2023","08:01:00.000+03:00","2023","Kalamba","8","3","-1.83083","37.5268","1242.4","5","1683349328446.jpg","3","3","sloping","high_gradient_hill","footslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","3","2","2","2","4","5","5","5","03to08","yes","Zea mays,Cajanus cajan,Melinis repens,Euphorbia crotonoides, Digitaria velutina, Bidens pilosa, Grevillea robusta,Cleome angustifolia, Trichodasma zeylanicum, Cyperus rotundus, Commelina benghalensis, Ipomea Mombassana,Acanthospermum hispidum, Ipomea batatus,Lactuca capensis, Cynodon dactylon, Digitaria abyssinica, Emilia discifolia, Tridax procumbens, Melia azedrach,Panicum maximum, Citrus sinensis, Citrus reticulata, Senna singueana,","yes","private","yes","yes","no","no","Plot cultivated for over 60 years maize, beans,pigeon peas.","under5","under5","under5","under5","none","none","none","none","1","struc","50","50","50","50","0","5","0","0","0","0","0","0",,,,,,,,,"cropland",,"0","3","0","0","1","2"
"Kenya","06/05/2023","08:35:00.000+03:00","2023","Kalamba","8","4","-1.83234","37.5257","1232.7","4","1683351361068.jpg","13","4","sloping","high_gradient_mountain","footslope","no","no","no","pasture_rangeland","yes","yes","yes","yes","no","yes","no","yes","yes","2","2","3","3","2","2","3","3","003to03","no","Lonchocarpus eriocalyx,Acacia brevispica,Croton dichogamus,Senna singueana, Premna resinosa, Ipomea kituensis,Gnidia latifolia,Microchloa kunthii, Digitaria milanjiana,Eragrostis racemosa,Ornithogalum longibracteanum,Acacia mellifera, Ormocarpum trachycarpum,Plecthranthus berbetus,Lantana camara,Stachys Spp,Bothriochloa insculpta,Dichrostachyus cinerea,Chlorophytum galabatense,Stylosanthes fruticosa, Aristida adoensis,Tephrosia pumila, Chascanum hilderbrandtii, Indigofera lupatana,Synadenium compactum,Grewia similis,Leucas calostachys,Crassula spp,Erlangea cordifolia, Heteropogon contortus,","yes","private","no","yes","yes","no","Grazing land for over 70 years.","over40","over40","May-40","over40","rill","gully","rill","gully","0","none","20","0","50","50","1","0","1","5","1","0","4","2",,,,,,,,,"shrubland",,"0","0","3","0","1","1"
"Kenya","06/05/2023","09:39:00.000+03:00","2023","Kalamba","8","5","-1.83228","37.5241","1252.9","4","1683355241834.jpg","7","7","sloping","high_gradient_mountain","footslope","no","no","yes","fallow","yes","yes","yes","yes","no","yes","no","yes","yes","3","2","2","3","5","5","4","4","003to03","no","Ocimum americanum, Croton dichogamus,Acacia brevispics,Hibiscus micranthus, Becium angustifolia, Justicia flava,Lantana camara,Synadenium compactum,Indigofera lupatana,Terminalia brownii,Aspilia mossambinscensis,Tephrosia interupta,Emilia discifolia, Eragrostis superba, Digitaria velutina, Blepharis maderaspatensis, Acanthospermum hispidum, Aristida kenyensis, Kyllinga arrecta,Zornia setosa,Commelina Africana,Sida ovata, Dactyloctianium aegyptiaca, Bothriochloa insculpta Digitaria nodosa,Harmania alhiensis, Setaria pallidefusca, Ipomea Mombassana, Panicum maximum, urochloa panicoides, Polygala sphenoptera,Commelina benghalensis, Chloris virgata,Crotalaria incana,pelagonium Spp.Steganotaenia araliacea,Commiphora holtiziana, Mariscus mscropus.","yes","private","no","yes","yes","no","Plot was cultivated maize, beans,pigeon peas,cowpeas but now is fallow land.","May-40","under5","under5","under5","none","none","none","none","0","none","50","50","50","20","6","0","0","2","1","0","0","1",,,,,,,,,"shrubland",,"1","2","3","0","0","1"
"Kenya","06/05/2023","14:20:00.000+03:00","2023","Kalamba","8","7","-1.83474","37.5175","1249.4","5","1683372100487.jpg","4","6","sloping","high_gradient_hill","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","4","5","4","4","4","5","4","4","03to08","no","Zea mays, Vigna ungulata, Mangifera indica, Cajanus cajan, Citrus sinensis, Citrus reticulata, Panicum maximum, Cyperus rotundus, Digitaria velutina, Aspilia mossambinscensis,Commelina benghalensis, Dactyloctianium, Fluggea pilosa, Talinum portulacifolium, Vetveria spp,Galinsoga Parvifolia,Oxygonum sinuatum, Hibiscus micranthus, Acalypha fruticosa, Plecthranthus berbetus, Hewitia abyssinica, Euphorbia gossypina,Vangueria infausta,Synadenium compactum, Melinis repens, Acacia mellifera, Dactyloctianium, Crotalaria goodiformis,Emilia discifolia, Waltheria indica, Terminalia brownii,","yes","private","yes","yes","no","no","Plot cultivated maize, beans,cowpeas, pigeon peas for over 70 years.","under5","under5","under5","under5","none","none","none","none","3","struc veg","50","50","50","50","2","0","0","4","0","0","1","1",,,,,,,,,"shrubland",,"0","3","0","0","1","3"
"Kenya","06/05/2023","11:56:00.000+03:00","2023","Kalamba","8","8","-1.83762","37.521","1234.9","5","1683363420697.jpg","23","21","steep","high_gradient_hill","ridge_crest","no","no","no","pasture_rangeland","yes","yes","yes","yes","yes","yes","no","yes","yes","2","4","4","4","4","1","1","1","003to03","no","Becium latifolia, Leptothrium senegalense , Acalypha fruticosa, Tinea aethiopica,Premna resinosa, Bauhinia tometosa,Crotalaria goodformis,Indigofera lupatana, Gnidia latifolia, Bothriochloa insculpta, Hibiscus micranthus, Ipomea kituensis, Phyllanthus guineensis, Digitaria velutina, Panicum maximum, Aspilia mossambinscensis,Synadenium compactum, Grewia similis, Acacia seyal, Euphorbia candelabrum, Premna resinosa, Aristida adscensionis,Croton dichogamus, Polygala sphenoptera,Crossandra subucaulis,Lantana, Enteropogon macrostchyus, Commelina Africana, Acacia mellifera, Crabbea velutina, Blepharis maderaspatensis, Ocimum lamiifolia, Terminalia brownii,Digitaria velutina, Borreria strict a,Stylosanthes fruticosa, Pentas Parvifolia,Panicum maximum, Heteropogon contortus, Setaria pallidefusca, Ocimum americanum, Maytenus putterlickiodes, Tephrosia pumila, Zornia setosa,Pellaea viridis,Boscia salicifolia,Helichrysum forkhalii,Acacia brevispica,","yes","private","no","yes","yes","no","Grazing land for over 70 years.","under5","under5","under5","under5","rill","rill","gully","gully","0","none","50","50","42","50","4","0","0","5","0","0","6","3",,,,,,,,,"thicket",,"1","0","1","0","3","0"
"Kenya","15/05/2023","13:53:00.000+03:00","2023","Kalamba","9","1","-1.90841","37.5405","1732.8","3","1684148069986.jpg","4","2","level","mededium_gradient_mountain","upland","no","no","yes","protected_area","yes","yes","yes","yes","no","yes","yes","no","yes","5","1","0","0","5","5","5","5","03to08","no","Pinus patula, Celtis africana,Rhus ruspaolii, Indigofera swaziensis, Cussonia pinata,Lannea fulva,Pteridium aquirinum,Melinis minutiflora,","yes","government","no","no","yes","yes","Forest land since 1952 to date.","under5","under5","under5","under5","none","none","none","none","0","none","50","50","50","50","0","0","0","0","2","0","0","0",,,,,,,,,"shrubland",,"0","1","0","0","0","1"
"Kenya","15/05/2023","15:16:00.000+03:00","2023","Kalamba","9","10","-1.90195","37.5423","1664.2","3","1684153052762.jpg","25","21","steep","high_gradient_mountain","upland","no","no","yes","protected_area","yes","yes","no","no","no","yes","yes","yes","yes","1","1","1","1","5","5","5","5","03to30","no","Cupressus lusitanica, Eucalyptus maculatus,Similax Spp,Phoenix reclinata,Pteridium aquilinum,Hypoestes aristata, Rubus kenyensis,Triumfetta Spp,","yes","government","no","no","no","yes","Forest land since 1952 to date.","under5","under5","under5","under5","none","none","none","none","0","none","50","50","50","50","0","0","0","0","0","0","0","0",,,,,,,,,"shrubland",,"0","1","0","0","0","1"
"Kenya","15/05/2023","09:58:00.000+03:00","2023","Kalamba","9","12","-1.90155","37.5457","1626","5","1684133978239.jpg","20","18","steep","high_gradient_mountain","upland","no","no","yes","woodlot","yes","yes","yes","yes","no","yes","no","yes","yes","4","4","4","4","5","5","5","5","03to08","no","Eucalyptus paniculata, Neonotonia wightii, Justicia declipteroides, Psychotria kirkii, Antidesma vinosum, Justicia striata, Solanum gigantea,Urtica Spp,Pelaea viridis,Erhretia Spp,Setaria plicatilis,Lantana camara, Clausena uniseta,Oplismenus hirtelerius,Conyza pyrrhoppapa,Tragia betonica,Cordia guineensis, Cyathula cylindrica,Toddalia asiatica, Vernonia lasiopus, Senecio Spp,Triumfetta rhomboidea,Cyphostemma kilimandscharica, Vernonia pauciflora,Commelina latifolia, Abutilon mauritianum,","yes","government","no","no","yes","yes","Forest land since 1952 to date.","under5","under5","under5","under5","none","none","none","none","0","none","50","50","50","27","5","5","0","0","7","10","11","7",,,,,,,,,"woodland",,"2","0","1","0","0","3"
"Kenya","15/05/2023","14:10:00.000+03:00","2023","Kalamba","9","15","-1.9081","37.54","1734.7","4","1684149076249.jpg","7","2","sloping","mededium_gradient_mountain","upland","no","no","yes","protected_area","yes","yes","yes","yes","no","yes","yes","yes","yes","1","2","1","1","5","5","5","5","03to30","no","Abrus Spp,Indigofera swaziensis, Rumex usambarensis, Celtis african,Albizia gummifera,Vernonia lasiopus Pteridium aquilinum, Macrotyloma axilare,Pinus patula,Lantana camara","yes","government","no","no","yes","yes","Forest land since 1952 to date.","under5","under5","under5","under5","none","none","none","none","0","none","50","50","50","50","0","2","1","0","0","0","0","0",,,,,,,,,"shrubland",,"0","1","0","0","0","1"
"Kenya","15/05/2023","11:54:00.000+03:00","2023","Kalamba","9","2","-1.90567","37.5453","1621.6","4","1684140898188.jpg","14","12","sloping","mededium_gradient_mountain","upland","no","no","no","protected_area","yes","yes","yes","yes","no","yes","no","yes","yes","4","4","3","3","5","5","5","5","03to08","no","Croton macrostachyus,Clausena uniseta,Celtis africana,Cordia guineensis, Ficus natalensis, Panicum maximum, Oplismenus hirtelaris,Pteridium aquirinum,Ipomoea wightii, Cyathula polycephara,Rhus ruspaolii, Neonotonia wightii, Toddalia asiatica, Grewia stulhmanii,","yes","government","no","no","no","yes","Conservation area from 1952 to date.","May-40","May-40","May-40","May-40","none","none","none","none","0","none","41","50","42","50","0","0","0","0","3","1","0","0",,,,,,,,,"bushland",,"1","0","0","0","0","1"
